Chrom	Bin-Pos	POP30_88
Chr01	4780000	57
Chr01	4790000	51
Chr01	4795000	34
Chr01	4800000	23
Chr01	4805000	10
Chr01	4810000	14
Chr01	4815000	26
Chr01	4820000	48
Chr01	4855000	25
Chr01	4860000	36
Chr01	4865000	25
Chr01	4875000	36
Chr01	4880000	35
Chr01	4885000	33
Chr01	4890000	36
Chr01	4895000	38
Chr01	4900000	22
Chr01	4905000	30
Chr01	4910000	25
Chr01	4945000	19
Chr01	4990000	11
Chr01	5035000	32
Chr01	5075000	18
Chr01	5090000	29
Chr01	5125000	64
Chr01	5135000	11
Chr01	5140000	57
Chr01	5150000	59
Chr01	5155000	19
Chr01	5175000	33
Chr01	5185000	25
Chr01	5190000	24
Chr01	5195000	45
Chr01	5200000	20
Chr01	5205000	51
Chr01	5210000	28
Chr01	5215000	40
Chr01	5220000	31
Chr01	5225000	58
Chr01	5235000	42
Chr01	5240000	23
Chr01	5245000	48
Chr01	5250000	38
Chr01	5255000	38
Chr01	5260000	49
Chr01	5265000	31
Chr01	5270000	64
Chr01	5280000	18
Chr01	5285000	40
Chr01	5290000	34
Chr01	5295000	49
Chr01	5305000	49
Chr01	5345000	15
Chr01	5350000	49
Chr01	5355000	20
Chr01	5360000	51
Chr01	5365000	15
Chr01	5370000	48
Chr01	5375000	20
Chr01	5380000	22
Chr01	5385000	30
Chr01	5390000	31
Chr01	5395000	43
Chr01	5400000	25
Chr01	5410000	49
Chr01	5415000	44
Chr01	5430000	42
Chr01	5435000	18
Chr01	5440000	29
Chr01	5445000	35
Chr01	5450000	20
Chr01	5455000	49
Chr01	5460000	18
Chr01	5465000	37
Chr01	5470000	30
Chr01	5475000	20
Chr01	5490000	43
Chr01	5495000	60
Chr01	5505000	31
Chr01	5510000	33
Chr01	5525000	27
Chr01	5530000	46
Chr01	5540000	27
Chr01	5545000	33
Chr01	5550000	14
Chr01	5565000	12
Chr01	5575000	35
Chr01	5580000	18
Chr01	5590000	34
Chr01	5595000	55
Chr01	5600000	17
Chr01	5605000	12
Chr01	5610000	35
Chr01	5615000	27
Chr01	5620000	45
Chr01	5625000	62
Chr01	5630000	45
Chr01	5635000	41
Chr01	5640000	29
Chr01	5650000	11
Chr01	5655000	13
Chr01	5660000	49
Chr01	5670000	13
Chr01	5675000	15
Chr01	5680000	54
Chr01	5685000	56
Chr01	5690000	36
Chr01	5695000	31
Chr01	5700000	48
Chr01	5705000	20
Chr01	5715000	54
Chr01	5720000	52
Chr01	5725000	43
Chr01	5730000	34
Chr01	5735000	17
Chr01	5745000	35
Chr01	5750000	39
Chr01	5755000	17
Chr01	5760000	55
Chr01	5765000	25
Chr01	5770000	13
Chr01	5775000	13
Chr01	5780000	47
Chr01	5785000	55
Chr01	5795000	24
Chr01	5805000	30
Chr01	5815000	52
Chr01	5820000	49
Chr01	5825000	29
Chr01	5830000	36
Chr01	5840000	47
Chr01	5845000	17
Chr01	5850000	33
Chr01	5855000	52
Chr01	5860000	42
Chr01	5865000	40
Chr01	5870000	41
Chr01	5875000	39
Chr01	5880000	19
Chr01	5885000	56
Chr01	5895000	23
Chr01	5905000	47
Chr01	5910000	39
Chr01	5915000	14
Chr01	5920000	18
Chr01	5930000	64
Chr01	5935000	43
Chr01	5940000	13
Chr01	5945000	19
Chr01	5950000	13
Chr01	5955000	47
Chr01	5960000	24
Chr01	5965000	29
Chr01	5970000	30
Chr01	5975000	16
Chr01	5980000	42
Chr01	5985000	69
Chr01	5990000	34
Chr01	6000000	41
Chr01	6015000	49
Chr01	6020000	46
Chr01	6025000	31
Chr01	6035000	43
Chr01	6040000	27
Chr01	6045000	43
Chr01	6065000	72
Chr01	6070000	41
Chr01	6075000	38
Chr01	6080000	30
Chr01	6085000	11
Chr01	6135000	48
Chr01	6140000	13
Chr01	6145000	53
Chr01	6150000	31
Chr01	6160000	40
Chr01	6170000	30
Chr01	6175000	54
Chr01	6180000	14
Chr01	6190000	118
Chr01	6205000	18
Chr01	6210000	57
Chr01	6225000	38
Chr01	6230000	46
Chr01	6235000	48
Chr01	6240000	53
Chr01	6245000	36
Chr01	6250000	44
Chr01	6255000	39
Chr01	6260000	43
Chr01	6265000	38
Chr01	6280000	52
Chr01	6285000	16
Chr01	6290000	32
Chr01	6300000	32
Chr01	6305000	26
Chr01	6320000	10
Chr01	6325000	37
Chr01	6340000	13
Chr01	6350000	55
Chr01	6355000	58
Chr01	6360000	27
Chr01	6365000	33
Chr01	6385000	48
Chr01	6395000	12
Chr01	6400000	11
Chr01	6405000	41
Chr01	6410000	62
Chr01	6415000	51
Chr01	6420000	46
Chr01	6435000	13
Chr01	6440000	15
Chr01	6445000	33
Chr01	6450000	30
Chr01	6455000	43
Chr01	6460000	36
Chr01	6465000	49
Chr01	6470000	46
Chr01	6480000	38
Chr01	6485000	19
Chr01	6490000	36
Chr01	6495000	45
Chr01	6500000	38
Chr01	6505000	43
Chr01	6515000	18
Chr01	6520000	41
Chr01	6525000	19
Chr01	6535000	17
Chr01	6545000	47
Chr01	6550000	27
Chr01	6555000	30
Chr01	6560000	26
Chr01	6565000	51
Chr01	6570000	44
Chr01	6575000	12
Chr01	6580000	16
Chr01	6590000	43
Chr01	6595000	42
Chr01	6605000	17
Chr01	6610000	58
Chr01	6615000	42
Chr01	6620000	37
Chr01	6625000	35
Chr01	6630000	46
Chr01	6635000	28
Chr01	6640000	17
Chr01	6645000	20
Chr01	6650000	30
Chr01	6655000	13
Chr01	6660000	42
Chr01	6670000	20
Chr01	6675000	12
Chr01	6700000	18
Chr01	6705000	37
Chr01	6710000	16
Chr01	6720000	51
Chr01	6725000	45
Chr01	6730000	31
Chr01	6735000	42
Chr01	6745000	51
Chr01	6750000	47
Chr01	6755000	17
Chr01	6760000	38
Chr01	6765000	51
Chr01	6775000	18
Chr01	6780000	57
Chr01	6785000	31
Chr01	6790000	35
Chr01	6795000	17
Chr01	6800000	10
Chr01	6810000	41
Chr01	6815000	28
Chr01	6820000	51
Chr01	6825000	33
Chr01	6830000	49
Chr01	6845000	16
Chr01	6855000	12
Chr01	6860000	36
Chr01	6865000	41
Chr01	6870000	40
Chr01	6875000	25
Chr01	6895000	32
Chr01	6900000	28
Chr01	6910000	39
Chr01	6915000	21
Chr01	6920000	44
Chr01	6930000	11
Chr01	6935000	60
Chr01	6940000	39
Chr01	6950000	32
Chr01	6955000	49
Chr01	6960000	14
Chr01	6965000	31
Chr01	6975000	38
Chr01	6980000	40
Chr01	6985000	67
Chr01	6990000	46
Chr01	6995000	27
Chr01	7000000	15
Chr01	7005000	23
Chr01	7010000	43
Chr01	7020000	34
Chr01	7035000	30
Chr01	7040000	25
Chr01	7045000	44
Chr01	7050000	42
Chr01	7055000	16
Chr01	7060000	34
Chr01	7065000	32
Chr01	7070000	27
Chr01	7080000	64
Chr01	7085000	57
Chr01	7095000	56
Chr01	7105000	27
Chr01	7110000	10
Chr01	7120000	25
Chr01	7130000	38
Chr01	7140000	43
Chr01	7150000	58
Chr01	7155000	35
Chr01	7160000	14
Chr01	7170000	53
Chr01	7175000	22
Chr01	7180000	15
Chr01	7185000	40
Chr01	7190000	43
Chr01	7195000	38
Chr01	7200000	24
Chr01	7205000	33
Chr01	7210000	34
Chr01	7215000	25
Chr01	7225000	70
Chr01	7230000	47
Chr01	7245000	36
Chr01	7250000	12
Chr01	7255000	30
Chr01	7265000	38
Chr01	7270000	34
Chr01	7280000	35
Chr01	7285000	50
Chr01	7290000	12
Chr01	7295000	40
Chr01	7300000	40
Chr01	7305000	53
Chr01	7320000	25
Chr01	7325000	12
Chr01	7330000	61
Chr01	7340000	35
Chr01	7360000	33
Chr01	7365000	10
Chr01	7370000	41
Chr01	7375000	15
Chr01	7380000	36
Chr01	7385000	19
Chr01	7390000	43
Chr01	7395000	23
Chr01	7400000	10
Chr01	7405000	31
Chr01	7410000	33
Chr01	7415000	37
Chr01	7420000	50
Chr01	7425000	23
Chr01	7430000	27
Chr01	7440000	47
Chr01	7445000	71
Chr01	7450000	52
Chr01	7455000	43
Chr01	7460000	23
Chr01	7465000	20
Chr01	7470000	40
Chr01	7475000	35
Chr01	7480000	19
Chr01	7485000	28
Chr01	7495000	58
Chr01	7500000	18
Chr01	7505000	48
Chr01	7510000	23
Chr01	7515000	50
Chr01	7525000	23
Chr01	7530000	30
Chr01	7535000	15
Chr01	7540000	39
Chr01	7545000	41
Chr01	7550000	63
Chr01	7555000	41
Chr01	7560000	17
Chr01	7575000	41
Chr01	7580000	33
Chr01	7585000	42
Chr01	7595000	15
Chr01	7600000	49
Chr01	7605000	35
Chr01	7610000	60
Chr01	7615000	11
Chr01	7620000	20
Chr01	7625000	28
Chr01	7630000	58
Chr01	7635000	12
Chr01	7640000	35
Chr01	7645000	55
Chr01	7650000	45
Chr01	7655000	35
Chr01	7660000	36
Chr01	7665000	28
Chr01	7675000	45
Chr01	7680000	52
Chr01	7685000	35
Chr01	7700000	21
Chr01	7720000	52
Chr01	7725000	27
Chr01	7740000	32
Chr01	7745000	44
Chr01	7750000	35
Chr01	7755000	15
Chr01	7770000	42
Chr01	7775000	56
Chr01	7780000	30
Chr01	7785000	35
Chr01	7790000	31
Chr01	7795000	55
Chr01	7800000	48
Chr01	7805000	56
Chr01	7810000	46
Chr01	7815000	37
Chr01	7820000	25
Chr01	7825000	23
Chr01	7830000	34
Chr01	7835000	25
Chr01	7840000	45
Chr01	7855000	62
Chr01	7860000	10
Chr01	7865000	16
Chr01	7870000	56
Chr01	7875000	20
Chr01	7880000	42
Chr01	7885000	12
Chr01	7895000	25
Chr01	7900000	33
Chr01	7910000	23
Chr01	7920000	46
Chr01	7930000	27
Chr01	7940000	35
Chr01	7945000	27
Chr01	7950000	40
Chr01	7960000	43
Chr01	7975000	35
Chr01	7980000	42
Chr01	7990000	31
Chr01	8000000	40
Chr01	8005000	38
Chr01	8020000	46
Chr01	8030000	28
Chr01	8035000	39
Chr01	8040000	23
Chr01	8045000	47
Chr01	8050000	24
Chr01	8060000	42
Chr01	8065000	28
Chr01	8075000	36
Chr01	8080000	45
Chr01	8085000	23
Chr01	8090000	34
Chr01	8110000	44
Chr01	8115000	15
Chr01	8120000	38
Chr01	8125000	13
Chr01	8130000	47
Chr01	8140000	30
Chr01	8145000	45
Chr01	8165000	58
Chr01	8170000	38
Chr01	8180000	40
Chr01	8185000	20
Chr01	8195000	39
Chr01	8200000	50
Chr01	8205000	40
Chr01	8210000	27
Chr01	8215000	34
Chr01	8220000	46
Chr01	8225000	55
Chr01	8230000	59
Chr01	8235000	29
Chr01	8245000	42
Chr01	8250000	22
Chr01	8255000	30
Chr01	8260000	38
Chr01	8265000	28
Chr01	8275000	36
Chr01	8280000	42
Chr01	8285000	51
Chr01	8290000	52
Chr01	8295000	17
Chr01	8300000	29
Chr01	8305000	59
Chr01	8310000	36
Chr01	8315000	51
Chr01	8325000	16
Chr01	8340000	14
Chr01	8345000	32
Chr01	8350000	47
Chr01	8355000	50
Chr01	8360000	23
Chr01	8365000	38
Chr01	8370000	22
Chr01	8375000	38
Chr01	8380000	40
Chr01	8385000	67
Chr01	8390000	25
Chr01	8395000	50
Chr01	8400000	20
Chr01	8405000	64
Chr01	8410000	39
Chr01	8415000	35
Chr01	8425000	27
Chr01	8430000	30
Chr01	8435000	47
Chr01	8440000	47
Chr01	8445000	44
Chr01	8460000	32
Chr01	8465000	27
Chr01	8470000	28
Chr01	8475000	37
Chr01	8480000	47
Chr01	8495000	22
Chr01	8500000	15
Chr01	8510000	38
Chr01	8515000	31
Chr01	8520000	50
Chr01	8525000	56
Chr01	8530000	26
Chr01	8535000	31
Chr01	8550000	23
Chr01	8555000	19
Chr01	8560000	21
Chr01	8565000	59
Chr01	8570000	29
Chr01	8575000	15
Chr01	8580000	11
Chr01	8585000	48
Chr01	8590000	16
Chr01	8600000	45
Chr01	8605000	58
Chr01	8610000	42
Chr01	8615000	50
Chr01	8620000	14
Chr01	8625000	30
Chr01	8635000	10
Chr01	8645000	65
Chr01	8650000	28
Chr01	8655000	33
Chr01	8665000	33
Chr01	8670000	41
Chr01	8675000	25
Chr01	8680000	32
Chr01	8685000	46
Chr01	8690000	51
Chr01	8695000	41
Chr01	8700000	12
Chr01	8705000	42
Chr01	8715000	25
Chr01	8720000	31
Chr01	8730000	18
Chr01	8735000	10
Chr01	8740000	23
Chr01	8745000	55
Chr01	8750000	15
Chr01	8755000	35
Chr01	8760000	47
Chr01	8765000	48
Chr01	8770000	29
Chr01	8775000	38
Chr01	8780000	46
Chr01	8800000	25
Chr01	8805000	35
Chr01	8810000	14
Chr01	8815000	39
Chr01	8820000	44
Chr01	8825000	35
Chr01	8830000	46
Chr01	8840000	10
Chr01	8845000	24
Chr01	8850000	30
Chr01	8855000	40
Chr01	8870000	23
Chr01	8875000	67
Chr01	8880000	43
Chr01	8890000	53
Chr01	8895000	22
Chr01	8905000	17
Chr01	8910000	40
Chr01	8915000	19
Chr01	8925000	63
Chr01	8930000	45
Chr01	8940000	32
Chr01	8945000	34
Chr01	8950000	29
Chr01	8960000	37
Chr01	8980000	52
Chr01	8985000	20
Chr01	8990000	10
Chr01	8995000	33
Chr01	9005000	54
Chr01	9010000	32
Chr01	9015000	46
Chr01	9020000	44
Chr01	9025000	24
Chr01	9030000	14
Chr01	9040000	10
Chr01	9050000	21
Chr01	9055000	43
Chr01	9060000	48
Chr01	9065000	42
Chr01	9075000	35
Chr01	9080000	13
Chr01	9090000	40
Chr01	9095000	44
Chr01	9100000	17
Chr01	9105000	37
Chr01	9110000	52
Chr01	9120000	40
Chr01	9135000	50
Chr01	9140000	38
Chr01	9145000	38
Chr01	9155000	19
Chr01	9160000	16
Chr01	9165000	39
Chr01	9170000	42
Chr01	9175000	40
Chr01	9180000	45
Chr01	9185000	36
Chr01	9190000	26
Chr01	9195000	43
Chr01	9200000	47
Chr01	9205000	33
Chr01	9210000	19
Chr01	9220000	50
Chr01	9230000	22
Chr01	9235000	26
Chr01	9240000	48
Chr01	9250000	19
Chr01	9255000	29
Chr01	9265000	13
Chr01	9270000	39
Chr01	9280000	10
Chr01	9285000	50
Chr01	9290000	42
Chr01	9295000	31
Chr01	9315000	37
Chr01	9320000	19
Chr01	9325000	27
